;nomeCientifico;nomePopular;familia;categoria;clima;origem;altura;luminosidade;cicloDeVida
474;Lactuca sativa;Alface, ;Asteraceae;Folhas e Flores, Medicinal, Plantas Hortícolas;Continental, Equatorial, Mediterrâneo, Subtropical, Temperado, Tropical;Europa, Mediterrâneo;0.1 a 0.3 metros, 0.3 a 0.4 metros;Sol Pleno;Anual
475;Lafoensia glyptocarpa;Mirindiba-rosa, Dedaleiro, Louro-de-são-paulo, Mirindiba, Mirindiba-bagre, Mirinduva;Lythraceae;Árvores, Árvores Ornamentais;Equatorial, Subtropical, Tropical;América do Sul, Brasil;6.0 a 9.0 metros, 9.0 a 12 metros;Sol Pleno;Perene
476;Lafoensia pacari;Dedaleiro, Mangava-brava, Louro-da-serra, Mangaba-brava,  Copinho, Dedal, Pacuri , Copinho-dedal , Bicho-de-pau , Pacari, Candeia-de-caju, Mangabeira-brava;Lythraceae;Árvores, Árvores Ornamentais;Mediterrâneo, Subtropical, Temperado, Tropical;América do Sul, Brasil, Paraguai;4.7 a 6.0 metros, 6.0 a 9.0 metros, 9.0 a 12 metros;Sol Pleno;Perene
477;Lagerstroemia indica;Resedá, Árvore-de-júpiter, Extremosa, Flor-de-merenda, Suspiros;Lythraceae;Árvores, Árvores Ornamentais;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China, Coréia do Norte, Coréia do Sul, Índia;3.6 a 4.7 metros, 4.7 a 6.0 metros, 6.0 a 9.0 metros;Sol Pleno;Perene
478;Lampranthus productus;Cacto-margarida, ;Aizoaceae;Cactos e Suculentas, Flores Perenes, Forrações ao Sol Pleno;Equatorial, Oceânico, Subtropical, Tropical;África, África do Sul;0.1 a 0.3 metros, menos de 15 cm;Sol Pleno;Perene
479;Lantana camara;Cambará, Bandeira-espanhola, Camará, Camaradinha, Cambará-de-cheiro, Cambará-miúdo, Cambará-verdadeiro, Cambarazinho, Chumbinho, Lantana, Lantana-cambará, Verbena-arbustiva;Verbenaceae;Arbustos, Arbustos Tropicais, Flores Perenes, Plantas Daninhas;Equatorial, Subtropical, Tropical;América Central, América do Sul;0.9 a 1.2 metros;Sol Pleno;Perene
480;Lathyrus odoratus;Ervilha-de-cheiro, Ervilha-doce, Ervilheira-de-cheiro;Fabaceae;Flores Perenes, Trepadeiras;Mediterrâneo, Subtropical, Temperado;Europa;1.2 a 1.8 metros;Sol Pleno;Anual
481;Lavandula sp;Lavanda, Alfazema;Lamiaceae;Ervas Condimentares, Flores Perenes, Medicinal, Plantas Hortícolas;Mediterrâneo, Oceânico, Subtropical, Temperado;África, Ásia, Europa, Índia, Mediterrâneo;0.3 a 0.4 metros;Sol Pleno;Perene
482;Lavatera trimestris;Lavatera-de-três-meses, Lavatera, Malva-real, Malva-rosa;Malvaceae;Flores Anuais;Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Europa, Mediterrâneo;0.4 a 0.6 metros;Sol Pleno;Anual
483;Lecythis pisonis;Sapucaia, Cabeça-de-macaco, Caçamba-do-mato, Castanha-de-sapucaia, Castanha-sapucaia, Cumbuca-de-macaco, Fruta-sapucaia, Jacapucaia, Marmita-de-macaco, Sapucaia-vermelha;Lecythidaceae;Árvores Frutíferas, Árvores Ornamentais;Equatorial, Subtropical, Tropical;América do Sul, Brasil;acima de 12 metros;Sol Pleno;Perene
484;Ledebouria socialis;Escila, Scila;Hyacinthaceae;Bulbosas, Cactos e Suculentas, Flores, Folhagens;Equatorial, Mediterrâneo, Semi-árido, Subtropical, Tropical;África, África do Sul;menos de 15 cm;Luz Difusa, Meia Sombra;Perene
485;Leea rubra;Léia-rubra, Léia-vermelha;Vitaceae;Arbustos, Arbustos Tropicais, Cercas Vivas, Folhagens;Equatorial, Tropical;Ásia, Birmânia, Índia, Malásia;1.2 a 1.8 metros, 1.8 a 2.4 metros;Meia Sombra, Sombra;Perene
486;Lepidium sativum;Agrião-do-seco, Agrião, Agrião-da-índia, Agrião-de-jardim, Agrião-mouro, Mastruço, Mastruço-ordinário;Brassicaceae;Ervas Condimentares, Folhas e Flores, Medicinal, Plantas Hortícolas;Continental, Equatorial, Mediterrâneo, Subtropical, Temperado, Tropical;África, Ásia, Egito;0.1 a 0.3 metros, 0.3 a 0.4 metros, 0.4 a 0.6 metros;Sol Pleno;Anual
487;Leptospermum scoparium;Érica-japonesa, Árvore-chá, Érica, Falsa-érica, Leptospermo, Manuka;Myrtaceae;Arbustos, Cercas Vivas, Flores Perenes;Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Austrália, Nova Zelândia, Oceania;1.8 a 2.4 metros, 2.4 a 3.0 metros;Sol Pleno;Perene
488;Lespedeza thunbergii;Lespedeza, ;Fabaceae;Arbustos;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado;Ásia, China, Japão;1.2 a 1.8 metros, 1.8 a 2.4 metros;Meia Sombra, Sol Pleno;Anual, Perene
489;Leucanthemum vulgare;Margarida, Bem-me-quer, Bonina, Malmequer-bravo, Malmequer-maior, Margarida-olga, Margarita, Margarita-maior, Olho-de-boi;Asteraceae;Flores Perenes;Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Europa;0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros;Meia Sombra, Sol Pleno;Perene
490;Leucophyllum frutescens;Folha-de-prata, Chuva-de-prata, Sálvia-do-texas;Scrophulariaceae;Arbustos, Cercas Vivas;Continental, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Temperado, Tropical;América do Norte, Estados Unidos, México;0.4 a 0.6 metros, 0.6 a 0.9 metros, 0.9 a 1.2 metros, 1.2 a 1.8 metros;Sol Pleno;Perene
491;Leycesteria formosa;Madressilva-dos-himalaias, Madressilva-do-himalaia;Caprifoliaceae;Arbustos;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China;1.8 a 2.4 metros;;Perene
492;Licania tomentosa;Oiti, Goiti, Oitizeiro, Oiti-da-praia, Oiti-cagão, Guali, Oiti-mirim, Oiticica, Manga-da-praia, Milho-cozido, Fruta-cabeluda, Guailí, Guití, Uiti;Chrysobalanaceae;Árvores, Árvores Ornamentais;Equatorial, Oceânico, Tropical;América do Sul, Brasil;6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
493;Licuala grandis;Palmeira-leque, Licuala, Palmeira-licuala, Palmeira-liquala, Totuma, Licuala-grande, Palmeira-leque-japonês;Arecaceae;Árvores, Palmeiras;Equatorial, Subtropical, Tropical;Oceania, Vanuatu;1.8 a 2.4 metros, 2.4 a 3.0 metros, 3.0 a 3.6 metros;Meia Sombra, Sol Pleno;Perene
494;Licuala peltata;Licuala-redonda, Licuala, Palmeira-leque;Arecaceae;Árvores, Palmeiras;Equatorial, Subtropical, Tropical;Ásia, Birmânia, Butão, Himalaia, Índia, Malásia, Oceania, Tailândia;2.4 a 3.0 metros, 3.0 a 3.6 metros, 3.6 a 4.7 metros, 4.7 a 6.0 metros;Luz Difusa, Meia Sombra, Sombra;Perene
495;Ligustrum sinense;Ligustro-arbustivo, Alfeneiro-da-china, Ligustrinho, Ligustro, Ligustro-chinês;Oleaceae;Arbustos, Cercas Vivas;Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China, Coréia do Norte, Coréia do Sul;1.2 a 1.8 metros, 1.8 a 2.4 metros, 2.4 a 3.0 metros, 3.0 a 3.6 metros;Sol Pleno;Perene
496;Lilium sp;Lírio, Lírio-asiático, Lírio-japonês, Lírio-oriental, Lírio-trombeta, Lírio-vistoso;Liliaceae;Bulbosas, Flores Perenes;Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China, Japão;0.6 a 0.9 metros, 0.9 a 1.2 metros, 1.2 a 1.8 metros;Sol Pleno;Perene
497;Limonium sinuatum;Estátice, Sempre-viva, Sempre-viva-azul, Lavanda-do-mar;Plumbaginaceae;Flores, Flores Anuais, Flores Perenes;Mediterrâneo, Oceânico, Subtropical, Temperado;Europa, Mediterrâneo, Oriente Médio;0.3 a 0.4 metros, 0.4 a 0.6 metros;Sol Pleno;Anual, Perene
498;Liquidambar styraciflua;Liquidâmbar, Árvore-do-âmbar;Altingiaceae;Árvores, Árvores Ornamentais, Bonsai;Mediterrâneo, Subtropical, Temperado, Tropical;América Central, América do Norte, Belize, El Salvador, Estados Unidos, Guatemala, Honduras, México, Nicarágua;acima de 12 metros;Sol Pleno;Perene
499;Liriodendron tulipifera;Tulipeiro, Árvore-do-ponto, Tulipeiro-da-virgínia, Árvore-lírio, Árvore-da-tulipa, Choupo-tulipa, Choupo-amarelo, Liriodendro;Magnoliaceae;Árvores, Árvores Ornamentais;Mediterrâneo, Subtropical, Temperado;América do Norte, Estados Unidos;acima de 12 metros;Sol Pleno;Perene
500;Liriope spicata;Liríope, ;Asparagaceae;Folhagens, Forrações à Meia Sombra, Forrações ao Sol Pleno, Gramados e Forrações;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China, Vietnã;0.1 a 0.3 metros;Meia Sombra, Sol Pleno;Perene
501;Litchi chinensis;Lichia, Lecheira, Licheira, Uruvaia, Morango-de-casca-grossa, Uva-chinesa, Líchia;Sapindaceae;Árvores, Árvores Frutíferas;Subtropical, Tropical;Ásia, China, Filipinas, Índia, Indonésia, Taiwan, Vietnã;9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
502;Lithops sp;Lithops, Cacto-pedra, Litops, Pedra-viva, Planta-pedra;Aizoaceae;Cactos e Suculentas;Equatorial, Mediterrâneo, Semi-árido, Subtropical, Tropical;África, África do Sul, Botsuana, Namíbia;menos de 15 cm;Meia Sombra, Sol Pleno;Perene
503;Lobelia erinus;Lobélia-azul, Lobélia;Campanulaceae;Flores Anuais;Equatorial, Mediterrâneo, Subtropical, Temperado, Tropical;África, África do Sul, Malawi, Namíbia;menos de 15 cm;Sol Pleno;Anual, Bienal
504;Lobularia maritima;Álisso, Açafates-de-prata, Doce-álisso, Flor-de-mel;Brassicaceae;Flores Anuais;Mediterrâneo, Subtropical, Temperado, Tropical;Europa, Mediterrâneo;menos de 15 cm;Meia Sombra, Sol Pleno;Anual
505;Lonicera japonica;Madressilva, ;Caprifoliaceae;Trepadeiras;Mediterrâneo, Oceânico, Subtropical, Tropical;Ásia, China, Japão;6.0 a 9.0 metros;Meia Sombra, Sol Pleno;Perene
506;Lonicera nitida;Lonícera, Madressilva-de-jardim, Buxinho-madressilva;Caprifoliaceae;Arbustos, Bonsai, Cercas Vivas;Mediterrâneo, Subtropical, Temperado, Tropical;Ásia, China;3.0 a 3.6 metros;Meia Sombra, Sol Pleno;
507;Lophantera lactescens;Lofantera, Chuva-de-ouro, Chuva-de-ouro-da-amazônia, Lanterneira, Lofantera-da-amazônia;Malpighiaceae;Árvores, Árvores Ornamentais;Equatorial, Subtropical, Tropical;América do Sul, Brasil;9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
508;Loropetalum chinense;Amamélis, Hamamélis;Hamamelidaceae;Arbustos, Cercas Vivas;Mediterrâneo, Subtropical, Temperado;Ásia, China, Himalaia, Japão;1.2 a 1.8 metros;Meia Sombra, Sol Pleno;Perene
509;Ludisia discolor;Ludisia, Orquídea-jóia;Orchidaceae;Flores, Flores Perenes, Forrações à Meia Sombra, Gramados e Forrações, Orquídeas;Equatorial, Subtropical, Tropical;Ásia, Birmânia, Índia, Indonésia, Malásia;0.4 a 0.6 metros;Meia Sombra, Sombra;Perene
510;Ludwigia sedioides;Planta-mosaico, ;Onagraceae;Plantas Aquáticas, Plantas Marginais;Equatorial, Subtropical, Tropical;América do Sul, Brasil, Venezuela;0.1 a 0.3 metros;Sol Pleno;Perene
511;Luffa cylindrica;Bucha, Bucha-dos-paulistas, Bucha-paulistana, Bucha-vegetal, Esponja-vegetal, Lufa, Planta-das-esponjas, Planta-dos-esfregões;Cucurbitaceae;Frutas e Legumes, Medicinal, Plantas Hortícolas, Trepadeiras;Equatorial, Mediterrâneo, Subtropical, Temperado, Tropical;Ásia;1.2 a 1.8 metros;Sol Pleno;Anual
512;Lupinus hybridus;Lupino, Tremoceiro-de-jardim, Tremoço-de-jardim, Tremoço-ornamental;Fabaceae;Flores Perenes;Mediterrâneo, Subtropical, Temperado, Tropical;América do Norte;0.9 a 1.2 metros;Sol Pleno;Perene
513;Lycianthes rantonnetii;Solano-azul, Solano-de-flor-azul, Solano, Arbusto-azul-da-batata;Solanaceae;Arbustos, Arbustos Tropicais, Cercas Vivas, Trepadeiras;Mediterrâneo, Oceânico, Subtropical, Tropical;América do Sul, Argentina, Bolívia, Brasil, Paraguai;1.2 a 1.8 metros, 1.8 a 2.4 metros, 2.4 a 3.0 metros;Meia Sombra, Sol Pleno;Perene
514;Lycium barbarum;Goji, Bagas-de-goji, Goji berry, Lício da Barbária, Wolfberry;Solanaceae;Arbustos, Arbustos Tropicais, Árvores, Árvores Frutíferas, Cercas Vivas, Frutas e Legumes, Medicinal, Plantas Hortícolas;Equatorial, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China, Europa, Himalaia;0.9 a 1.2 metros, 1.2 a 1.8 metros, 1.8 a 2.4 metros, 2.4 a 3.0 metros, 3.0 a 3.6 metros;Sol Pleno;Perene
515;Lysimachia procumbens;Lisimáquia, ;Primulaceae;Folhagens, Forrações à Meia Sombra;Mediterrâneo, Subtropical, Tropical;Ásia, China;0.1 a 0.3 metros, 0.3 a 0.4 metros, 0.4 a 0.6 metros;Meia Sombra;Perene
516;Magnolia champaca;Magnólia-amarela, Champaca, Champaca-laranja , Champaca-fragrante , Magnólia;Magnoliaceae;Árvores, Árvores Ornamentais;Mediterrâneo, Subtropical, Temperado, Tropical;Ásia, China, Himalaia, Índia, Indonésia, Java, Malásia, Nepal, Sumatra, Vietnã;6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
517;Magnolia grandiflora;Magnólia-branca, Magnólia-perene, Magnólia-louro, Magnólia-de-flores-grandes, Magnólia, Magnólia-sempre-verde;Magnoliaceae;Árvores, Árvores Ornamentais;Mediterrâneo, Subtropical;América do Norte, Estados Unidos;acima de 12 metros;Sol Pleno;Perene
518;Magnolia liliflora;Magnólia, Magnólia-roxa;Magnoliaceae;Arbustos, Árvores, Árvores Ornamentais;Continental, Mediterrâneo, Subtropical, Temperado;Ásia, China, Japão;3.6 a 4.7 metros;Meia Sombra, Sol Pleno;Perene
519;Malpighia emarginata;Acerola, Aceroleira, Cereja-das-antilhas, Cereja-de-barbados;Malpighiaceae;Arbustos, Arbustos Tropicais, Árvores, Árvores Frutíferas, Bonsai, Cercas Vivas, Medicinal;Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical;América Central, América do Norte, América do Sul, Antilhas, Brasil, México, Peru;2.4 a 3.0 metros, 3.0 a 3.6 metros, 3.6 a 4.7 metros, 4.7 a 6.0 metros;Sol Pleno;Perene
520;Malvaviscus arboreus;Malvavisco, Hibisco-colibri, Malva-de-colibri;Malvaceae;Arbustos, Arbustos Tropicais, Cercas Vivas;Equatorial, Subtropical, Tropical;América Central, América do Sul;1.8 a 2.4 metros;Meia Sombra, Sol Pleno;Perene
521;Mammea americana;Abricó-do-pará, Abricoteiro, Abricó-de-são-domingos, Abricó-selvagem;Calophyllaceae;Árvores, Árvores Frutíferas;Equatorial, Subtropical, Tropical;América Central, América do Norte, América do Sul, Antilhas, Brasil, México, Nicarágua;acima de 12 metros;Meia Sombra, Sol Pleno;Perene
522;Mammillaria bombycina;Cacto, ;Cactaceae;Cactos e Suculentas, Folhagens;Continental, Equatorial, Mediterrâneo, Semi-árido, Tropical;América do Norte, México;menos de 15 cm;Luz Difusa, Meia Sombra, Sol Pleno;Perene
523;Mammillaria elongata;Dedo-de-dama, Cacto-dedo-de-moça, Dedo-de-moça, Dedos-de-dama, Mamilária, Cacto-dedo-de-dama;Cactaceae;Cactos e Suculentas, Folhagens, Forrações à Meia Sombra, Forrações ao Sol Pleno, Gramados e Forrações;Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical;América do Norte, México;0.1 a 0.3 metros, menos de 15 cm;Meia Sombra, Sol Pleno;Perene
524;Mandevilla splendens;Dipladênia, Jalapa-do-campo, Jasmim-brasileiro, Mandevila, Tutti-frutti;Apocynaceae;Trepadeiras;Equatorial, Oceânico, Subtropical, Tropical;América do Sul, Brasil;1.2 a 1.8 metros;Meia Sombra, Sol Pleno;Perene
525;Mangifera indica;Manga, Mangueira;Anacardiaceae;Árvores, Árvores Frutíferas;Equatorial, Subtropical, Tropical;Ásia;acima de 12 metros;Sol Pleno;Perene
526;Mansoa alliacea;Cipó-alho, Cipó-de-alho, Alho-da-mata;Bignoniaceae;Trepadeiras;Equatorial, Subtropical, Tropical;América Central, América do Sul, Brasil, Costa Rica, Equador, Guiana, Guiana Francesa, Peru;3.6 a 4.7 metros;Meia Sombra, Sol Pleno;Perene
527;Maranta leuconeura;Maranta-pena-de-pavão, ;Marantaceae;Folhagens, Forrações à Meia Sombra;Equatorial, Subtropical, Tropical;América Central, América do Sul;0.1 a 0.3 metros, 0.3 a 0.4 metros;Luz Difusa, Meia Sombra;Perene
528;Matricaria recutita;Camomila, Camomila-alemã, Camomila-comum, Camomila-da-alemanha, Camomila-húngara, Camomila-verdadeira, Camomila-vulgar, Macela-nobre, Margaça, Matricaria;Asteraceae;Ervas Condimentares, Flores Anuais, Medicinal, Plantas Hortícolas;Continental, Mediterrâneo, Subtropical, Temperado, Tropical;Ásia, Europa;0.1 a 0.3 metros, 0.3 a 0.4 metros;Sol Pleno;Anual
529;Matthiola incana;Goivo, Goiveiro-da-rocha, Goiveiro-encarnado, Goiveiros, Goivo-encarnado, Goivos, Matióla;Brassicaceae;Flores Anuais;Continental, Mediterrâneo, Subtropical, Temperado, Tropical;África, Ásia, Europa;0.3 a 0.4 metros;Meia Sombra, Sol Pleno;Anual, Bienal
530;Mauritia flexuosa;Buriti, Coqueiro-buriti, Buritizeiro, Miritizeiro, Palmeira-buriti, Miriti, Muriti, Muritim, Muruti, Moriti, Boriti, Palmeira-dos-brejos, Buritirana, Caraná, Canangucha, Carandá-guaçu, Carandaí-guaçu;Arecaceae;Árvores, Palmeiras, Plantas Aquáticas, Plantas Marginais, Plantas Palustres;Equatorial, Tropical;América Central, América do Norte, América do Sul, Bolívia, Brasil, Colômbia, Equador, Guiana, Guiana Francesa, Peru, Trindade e Tobago, Venezuela;2.4 a 3.0 metros, 3.0 a 3.6 metros, 3.6 a 4.7 metros, 4.7 a 6.0 metros, 6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
531;Maxillaria tenuifolia;Maxilária-côco, Orquídea-coco;Orchidaceae;Flores, Orquídeas;Tropical;América Central, América do Norte, Costa Rica, El Salvador, Guatemala, Honduras, México, Nicarágua;0.6 a 0.9 metros;Luz Difusa, Meia Sombra;Perene
532;Medinilla magnifica;Medinila, Uva-rosa;Melastomataceae;Arbustos, Arbustos Tropicais, Flores Perenes;Equatorial, Oceânico, Subtropical, Tropical;Filipinas, Oceania;1.2 a 1.8 metros;Luz Difusa, Meia Sombra;Perene
533;Megaskepasma erythrochlamys;Justicia-vermelha, Capota-vermelha, Camarão-vermelho;Acanthaceae;Arbustos, Arbustos Tropicais;Equatorial, Oceânico, Subtropical, Tropical;América Central, América do Sul, Costa Rica, El Salvador, Nicarágua, Venezuela;3.6 a 4.7 metros;Meia Sombra, Sol Pleno;Perene
534;Melia azedarach;Cinamomo, Árvore-santa, Bombal, Bombolo-de-portugal, Cedro-do-ceilão, Conteira, Jasmim-azul, Jasmim-de-cachorro, Jasmim-de-soldado, Jasmim-soldado, Lilás-da-índia, Lilás-das-antilhas, Lilás-do-cabo, Lírio-da-índia, Margosa, Mélia, Nimbo, Niumbó, Paraíso, Sicómoro-bastardo, Sinamão, Árvore-de-jonny, Tenente-e-intendente, Para-raio;Meliaceae;Árvores, Árvores Ornamentais;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, Austrália, China, Himalaia, Índia, Indonésia, Oceania;6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
535;Melissa officinalis;Erva-cidreira, Melissa, Anafa, Anafe, Cidreira, Citronela-menor, Chá-da-frança, Coroa-de-rei, Capim-cheiroso, Capim-cidreira, Jacapé, Limonete, Melissa-romana, Erva-cidreira-verdadeira, Chá-de-tabuleiro, Cidrilha, Erva-cidreira-européia, Erva-luísa, Cidreira-verdadeira, Melitéia, Melissa-verdadeira, Salva-do-brasil;Lamiaceae;Ervas Condimentares, Folhas e Flores, Medicinal, Plantas Hortícolas;Mediterrâneo, Subtropical, Temperado, Tropical;Ásia, Europa, Mediterrâneo;0.3 a 0.4 metros;Sol Pleno;Perene
536;Melocactus zehntneri;Coroa-de-frade, Cabeça-de-frade;Cactaceae;Cactos e Suculentas;Equatorial, Semi-árido, Tropical;América do Sul, Brasil;0.1 a 0.3 metros, 0.3 a 0.4 metros, menos de 15 cm;Meia Sombra, Sol Pleno;Perene
537;Mentha pulegium;Poejo, Hortelãzinha, Erva-de-são-lourenço, Poejo-real, Menta-selvagem, Poejo-das-hortas, Hortelã-dos-Açores, Hortelã-pimenta-mansa, Poêjo, Poêjos;Lamiaceae;Ervas Condimentares, Medicinal, Plantas Aquáticas, Plantas Hortícolas, Plantas Palustres;Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;África, Europa, Mediterrâneo, Oriente Médio;0.1 a 0.3 metros;Meia Sombra, Sol Pleno;Perene
538;Mentha sp;Hortelã, Hortelã-comum, Hortelã-de-cheiro, Hortelã-pimenta, Hortelã-rasteira, Menta;Lamiaceae;Ervas Condimentares, Medicinal, Plantas Hortícolas;Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical;América do Norte, Ásia, Austrália;0.3 a 0.4 metros;Meia Sombra, Sol Pleno;Perene
539;Mikania sp;Guaco, Cipó-caatinga, Cipó-catinga, Cipó-sucuriju, Coração-de-jesus, Erva-cobre, Erva-de-cobra, Guaco-de-casa, Guaco-de-cheiro, Guaco-liso, Guaco-trepador, Guaco-verdadeiro, Guape, Mikania, Uaco;Asteraceae;Medicinal, Trepadeiras;Equatorial, Subtropical, Tropical;América do Sul;2.4 a 3.0 metros;Meia Sombra, Sol Pleno;Perene
540;Miltonia regnellii;Violetinha-das-árvores, ;Orchidaceae;Flores, Orquídeas;Subtropical, Tropical;América do Sul, Brasil;0.3 a 0.4 metros, 0.4 a 0.6 metros;Luz Filtrada, Meia Sombra;Perene
541;Miltoniopsis sp;Orquídea-amor-perfeito, Miltônia-colombiana;Orchidaceae;Orquídeas;Equatorial;América Central, América do Sul, Colômbia, Equador, Panamá, Peru;0.1 a 0.3 metros, 0.3 a 0.4 metros;Luz Difusa, Meia Sombra;Perene
542;Mimosa caesalpineafolia;Sansão-do-campo, Cebiá, Sabiá, Sansão-gigante;Fabaceae;Arbustos, Arbustos Tropicais, Cercas Vivas;Equatorial, Semi-árido, Tropical;América do Sul, Brasil;6.0 a 9.0 metros;Sol Pleno;Perene
543;Mimosa flocculosa;Bracatinga-rósea, Bracaatinga-rósea, Bracatinga-de-campo-mourão, Bracatinga-rosa, Jurema;Fabaceae;Arbustos, Arbustos Tropicais, Árvores, Árvores Ornamentais, Plantas Aquáticas, Plantas Palustres;Equatorial, Tropical;América do Sul, Brasil, Paraguai;2.4 a 3.0 metros, 3.0 a 3.6 metros, 3.6 a 4.7 metros;Sol Pleno;Perene
544;Mirabilis jalapa;Maravilha, Batata-de-purga, Beijos-de-frade, Bela-noite, Belas-noites, Boa-noite, Bonina, Jalapa, Jalapa-do-mato, Jalapa-falsa, Maravilha-de-forquilha;Nyctaginaceae;Arbustos, Arbustos Tropicais, Bulbosas, Flores Perenes;Equatorial, Subtropical, Tropical;América Central, América do Norte, América do Sul;0.4 a 0.6 metros, 0.6 a 0.9 metros;Meia Sombra, Sol Pleno;Perene
545;Moluccella laevis;Sino-irlandês, Molucela, Morucela, Sinos-da-irlanda;Lamiaceae;Flores Anuais;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, Cáucaso, Síria, Turquia;0.4 a 0.6 metros, 0.6 a 0.9 metros;Sol Pleno;Anual
546;Momordica charantia;Melão-de-são-caetano, Melão-amargo, Erva-de-lavadeira, Melãozinho, Fruta-de-negro, Erva-de-São-Vicente, Fruta-de-cobra, Boizinho, Balsamina-longa, Caramelo, Erva-de-são-caetano, Fruto-negro, Melão-de-são-caetano-gigante, Meloeiro-de-são-caetano, Caramelo, Quiabeiro-de-angola;Cucurbitaceae;Frutas e Legumes, Medicinal, Plantas Hortícolas, Trepadeiras;Equatorial, Subtropical, Tropical;Ásia, China, Índia;0.3 a 0.4 metros;Sol Pleno;Anual
